sample_barcode,cg13601799,cg08047457,cg19531713,patient_id,brca1_promoter_mean
TCGA-AX-A3G9-01,0.02373,0.7075,0.08794,TCGA-AX-A3G9,0.27305666666666667
TCGA-AX-A3GB-01,0.04155,0.1242,0.1007,TCGA-AX-A3GB,0.08881666666666667
TCGA-AX-A3GI-01,0.01608,0.8156,0.09192,TCGA-AX-A3GI,0.3078666666666667
TCGA-B5-A0JT-01,0.03147,0.6416,0.06215,TCGA-B5-A0JT,0.24507333333333334
TCGA-B5-A0JU-01,0.02855,0.7991,0.09547,TCGA-B5-A0JU,0.30770666666666663
TCGA-B5-A0JX-01,0.02113,0.5624,0.02925,TCGA-B5-A0JX,0.20426
TCGA-B5-A0K8-01,0.0184,0.5797,0.03849,TCGA-B5-A0K8,0.21219666666666667
TCGA-B5-A11E-01,0.02202,0.7342,0.07166,TCGA-B5-A11E,0.27596
TCGA-B5-A11F-01,0.0175,0.7299,0.07124,TCGA-B5-A11F,0.27287999999999996
TCGA-B5-A11G-01,0.03681,0.686,0.06474,TCGA-B5-A11G,0.2625166666666667
TCGA-B5-A11H-01,0.04578,0.5983,0.06835,TCGA-B5-A11H,0.2374766666666667
TCGA-B5-A11I-01,0.02434,0.1197,0.06668,TCGA-B5-A11I,0.07024000000000001
TCGA-B5-A11J-01,0.04412,0.6834,0.07709,TCGA-B5-A11J,0.26820333333333335
TCGA-B5-A11L-01,0.02705,0.6526,0.05842,TCGA-B5-A11L,0.24602333333333334
TCGA-B5-A11M-01,0.04231,0.1779,0.05188,TCGA-B5-A11M,0.09069666666666666
TCGA-B5-A11N-01,0.04788,0.07045,0.05449,TCGA-B5-A11N,0.05760666666666666
TCGA-B5-A11O-01,0.04087,0.4334,0.07408,TCGA-B5-A11O,0.18278333333333333
TCGA-B5-A11P-01,0.02664,0.8192,0.1335,TCGA-B5-A11P,0.3264466666666667
TCGA-B5-A11Q-01,0.03311,0.06248,0.08754,TCGA-B5-A11Q,0.06104333333333334
TCGA-B5-A11R-01,0.0468,0.7568,0.07359,TCGA-B5-A11R,0.2923966666666667
TCGA-B5-A11S-01,0.03962,0.1263,0.07663,TCGA-B5-A11S,0.08085
TCGA-B5-A11U-01,0.02276,0.505,0.06635,TCGA-B5-A11U,0.19803666666666667
TCGA-B5-A11V-01,0.02547,0.1092,0.07455,TCGA-B5-A11V,0.06974000000000001
TCGA-B5-A11W-01,0.02478,0.5457,0.0636,TCGA-B5-A11W,0.21136
TCGA-B5-A11X-01,0.03039,0.5313,0.07886,TCGA-B5-A11X,0.2135166666666667
TCGA-B5-A11Y-01,0.02995,0.1251,0.07208,TCGA-B5-A11Y,0.07571
TCGA-B5-A11Z-01,0.01879,0.02912,0.06841,TCGA-B5-A11Z,0.03877333333333333
TCGA-B5-A121-01,0.03087,0.08302,0.07296,TCGA-B5-A121,0.06228333333333333
TCGA-B5-A1MR-01,0.08134,0.4393,0.1025,TCGA-B5-A1MR,0.20771333333333333
TCGA-B5-A1MS-01,0.02944,0.0453,0.09293,TCGA-B5-A1MS,0.055889999999999995
TCGA-B5-A1MU-01,0.02258,0.3736,0.06416,TCGA-B5-A1MU,0.15344666666666665
TCGA-B5-A1MV-01,0.03247,0.4899,0.1152,TCGA-B5-A1MV,0.21252333333333331
TCGA-B5-A1MW-01,0.03399,0.8032,0.1097,TCGA-B5-A1MW,0.31563
TCGA-B5-A1MX-01,0.03096,0.6433,0.04183,TCGA-B5-A1MX,0.23869666666666667
TCGA-B5-A1MY-01,0.01825,0.617,0.05497,TCGA-B5-A1MY,0.23007333333333332
TCGA-B5-A1MZ-01,0.01534,0.4805,0.03243,TCGA-B5-A1MZ,0.17609
TCGA-B5-A1N2-01,0.02021,0.1808,0.04327,TCGA-B5-A1N2,0.08142666666666666
TCGA-B5-A3F9-01,0.02806,0.5238,0.101,TCGA-B5-A3F9,0.21762
TCGA-B5-A3FA-01,0.01769,0.7059,0.09118,TCGA-B5-A3FA,0.27159
TCGA-B5-A3FB-01,0.01848,0.6018,0.05471,TCGA-B5-A3FB,0.2249966666666667
TCGA-B5-A3FC-01,0.7564,0.6515,0.1314,TCGA-B5-A3FC,0.5131
TCGA-B5-A3FD-01,0.03031,0.5502,0.09129,TCGA-B5-A3FD,0.22393333333333332
TCGA-B5-A3FH-01,0.01887,0.6997,0.09451,TCGA-B5-A3FH,0.2710266666666667
TCGA-B5-A3S1-01,0.02129,0.3497,0.1149,TCGA-B5-A3S1,0.16196333333333332
TCGA-B5-A5OC-01,0.0256,0.03626,0.04641,TCGA-B5-A5OC,0.036090000000000004
TCGA-B5-A5OD-01,0.01685,0.4814,0.08125,TCGA-B5-A5OD,0.19316666666666668
TCGA-B5-A5OE-01,0.02149,0.2333,0.07729,TCGA-B5-A5OE,0.11069333333333335
TCGA-BG-A0MA-01,0.03888,0.3585,0.1054,TCGA-BG-A0MA,0.16759333333333334
TCGA-BG-A0MA-11,0.05869,0.0445,0.1103,TCGA-BG-A0MA,0.07116333333333334
TCGA-BG-A0MH-01,0.03798,0.5532,0.08317,TCGA-BG-A0MH,0.22478333333333333
TCGA-BG-A0MK-01,0.02682,0.7117,0.08155,TCGA-BG-A0MK,0.27335666666666664
TCGA-BG-A0VT-01,0.02303,0.4875,0.06034,TCGA-BG-A0VT,0.19029
TCGA-BG-A0VV-01,0.03309,0.1343,0.07244,TCGA-BG-A0VV,0.07994333333333334
TCGA-BG-A0VW-01,0.03281,0.5374,0.07069,TCGA-BG-A0VW,0.21363333333333334
TCGA-BG-A0VX-01,0.0267,0.5611,0.0777,TCGA-BG-A0VX,0.22183333333333335
TCGA-BG-A0VZ-01,0.02051,0.5946,0.04231,TCGA-BG-A0VZ,0.21914
TCGA-BG-A0W1-01,0.02193,0.5046,0.0439,TCGA-BG-A0W1,0.19014333333333336
TCGA-BG-A0W2-01,0.01909,0.4376,0.05578,TCGA-BG-A0W2,0.17082333333333333
TCGA-BG-A0YU-01,0.01913,0.2957,0.08413,TCGA-BG-A0YU,0.13298666666666667
TCGA-BG-A0YV-01,0.01837,0.7915,0.08065,TCGA-BG-A0YV,0.29684
TCGA-BG-A186-01,0.02715,0.07385,0.09063,TCGA-BG-A186,0.06387666666666668
TCGA-BG-A187-01,0.03547,0.6772,0.0499,TCGA-BG-A187,0.25418999999999997
TCGA-BG-A18A-01,0.02807,0.4832,0.09632,TCGA-BG-A18A,0.20253
TCGA-BG-A18B-01,0.03304,0.778,0.1006,TCGA-BG-A18B,0.30388
TCGA-BG-A18C-01,0.03713,0.06298,0.09472,TCGA-BG-A18C,0.06494333333333334
TCGA-BG-A222-01,0.0186,0.7377,0.05738,TCGA-BG-A222,0.27122666666666667
TCGA-BG-A2AD-01,0.02725,0.74,0.1086,TCGA-BG-A2AD,0.29195
TCGA-BG-A2AD-11,0.03672,0.08988,0.1386,TCGA-BG-A2AD,0.08839999999999999
TCGA-BG-A2AE-01,0.02186,0.2941,0.08421,TCGA-BG-A2AE,0.13338999999999998
TCGA-BG-A2AE-11,0.01657,0.05028,0.1058,TCGA-BG-A2AE,0.05755
TCGA-BG-A2L7-01,0.01963,0.6825,0.0926,TCGA-BG-A2L7,0.26491000000000003
TCGA-BG-A2L7-11,0.04355,0.1657,0.1265,TCGA-BG-A2L7,0.11191666666666666
TCGA-BG-A3EW-01,0.02684,0.6858,0.1062,TCGA-BG-A3EW,0.2729466666666666
TCGA-BG-A3EW-11,0.03199,0.1257,0.104,TCGA-BG-A3EW,0.08722999999999999
TCGA-BG-A3PP-01,0.02262,0.6058,0.1001,TCGA-BG-A3PP,0.24283999999999997
TCGA-BG-A3PP-11,0.03215,0.04705,0.09003,TCGA-BG-A3PP,0.056409999999999995
TCGA-BK-A0CA-01,0.02895,0.5805,0.06585,TCGA-BK-A0CA,0.2251
TCGA-BK-A0CC-01,0.03962,0.3351,0.03539,TCGA-BK-A0CC,0.13670333333333332
TCGA-BK-A139-01,0.03125,0.5022,0.08813,TCGA-BK-A139,0.20719333333333334
TCGA-BK-A139-02,0.03229,0.5714,0.04199,TCGA-BK-A139,0.21522666666666668
TCGA-BK-A13B-01,0.02983,0.6978,0.09509,TCGA-BK-A13B,0.27424
TCGA-BK-A13C-01,0.0338,0.5158,0.07844,TCGA-BK-A13C,0.20934666666666668
TCGA-BK-A13C-11,0.02897,0.02465,0.07423,TCGA-BK-A13C,0.04261666666666667
TCGA-BK-A26L-01,0.02083,0.6029,0.1029,TCGA-BK-A26L,0.24221
TCGA-BK-A4ZD-01,0.02654,0.7443,0.04401,TCGA-BK-A4ZD,0.2716166666666667
TCGA-BK-A4ZD-11,0.02324,0.1068,0.0401,TCGA-BK-A4ZD,0.05671333333333334
TCGA-BK-A56F-01,0.02477,0.4817,0.06648,TCGA-BK-A56F,0.1909833333333333
TCGA-BK-A6W3-01,0.03239,0.6375,0.03732,TCGA-BK-A6W3,0.23573666666666668
TCGA-BK-A6W4-01,0.0215,0.2325,0.04897,TCGA-BK-A6W4,0.10099000000000001
TCGA-BS-A0T9-01,0.03595,0.3201,0.09341,TCGA-BS-A0T9,0.14981999999999998
TCGA-BS-A0U5-01,0.01807,0.115,0.05091,TCGA-BS-A0U5,0.06132666666666666
TCGA-BS-A0U9-01,0.02503,0.7462,0.06628,TCGA-BS-A0U9,0.27917
TCGA-BS-A0UA-01,0.03091,0.6284,0.06224,TCGA-BS-A0UA,0.24051666666666663
TCGA-BS-A0UL-01,0.02601,0.4603,0.04678,TCGA-BS-A0UL,0.17769666666666664
TCGA-BS-A0V4-01,0.03386,0.5734,0.09199,TCGA-BS-A0V4,0.23308333333333334
TCGA-BS-A0V6-01,0.0389,0.5194,0.05955,TCGA-BS-A0V6,0.20595
TCGA-BS-A0V7-01,0.03483,0.1809,0.06993,TCGA-BS-A0V7,0.09522000000000001
TCGA-BS-A0V8-01,0.05147,0.4669,0.05398,TCGA-BS-A0V8,0.19078333333333333
TCGA-BS-A0VI-01,0.0376,0.4592,0.08107,TCGA-BS-A0VI,0.19262333333333334
TCGA-BS-A0WQ-01,0.01556,0.7789,0.05224,TCGA-BS-A0WQ,0.28223333333333334
TCGA-D1-A0ZN-01,0.03067,0.6342,0.07311,TCGA-D1-A0ZN,0.2459933333333333
TCGA-D1-A0ZO-01,0.03374,0.5162,0.05992,TCGA-D1-A0ZO,0.20328666666666664
TCGA-D1-A0ZP-01,0.02246,0.6582,0.07873,TCGA-D1-A0ZP,0.25313
TCGA-D1-A0ZQ-01,0.02363,0.6283,0.06806,TCGA-D1-A0ZQ,0.23999666666666666
TCGA-D1-A0ZR-01,0.02127,0.06763,0.06711,TCGA-D1-A0ZR,0.052003333333333325
TCGA-D1-A0ZS-01,0.02514,0.6626,0.06879,TCGA-D1-A0ZS,0.25217666666666666
TCGA-D1-A0ZU-01,0.02502,0.5729,0.06976,TCGA-D1-A0ZU,0.22256
TCGA-D1-A0ZV-01,0.02241,0.497,0.05649,TCGA-D1-A0ZV,0.1919666666666667
TCGA-D1-A0ZZ-01,0.02635,0.05823,0.06116,TCGA-D1-A0ZZ,0.04857999999999999
TCGA-D1-A101-01,0.02319,0.4557,0.06663,TCGA-D1-A101,0.18184
TCGA-D1-A102-01,0.0185,0.5508,0.05773,TCGA-D1-A102,0.20900999999999995
TCGA-D1-A103-01,0.02822,0.4955,0.07372,TCGA-D1-A103,0.19914666666666667
TCGA-D1-A15V-01,0.02877,0.7731,0.06068,TCGA-D1-A15V,0.28751666666666664
TCGA-D1-A15W-01,0.02721,0.5756,0.06643,TCGA-D1-A15W,0.22307999999999997
TCGA-D1-A15X-01,0.02893,0.04268,0.05269,TCGA-D1-A15X,0.041433333333333336
TCGA-D1-A15Z-01,0.03102,0.7941,0.08167,TCGA-D1-A15Z,0.3022633333333334
TCGA-D1-A160-01,0.03563,0.5119,0.06911,TCGA-D1-A160,0.20554666666666668
TCGA-D1-A161-01,0.03025,0.09156,0.06864,TCGA-D1-A161,0.06348333333333334
TCGA-D1-A162-01,0.02834,0.03816,0.07151,TCGA-D1-A162,0.04600333333333334
TCGA-D1-A163-01,0.03446,0.6963,0.07859,TCGA-D1-A163,0.2697833333333333
TCGA-D1-A165-01,0.02822,0.1581,0.0979,TCGA-D1-A165,0.09473999999999999
TCGA-D1-A167-01,0.03684,0.8104,0.07906,TCGA-D1-A167,0.3087666666666667
TCGA-D1-A168-01,0.02192,0.4306,0.08183,TCGA-D1-A168,0.17811666666666667
TCGA-D1-A169-01,0.0245,0.6362,0.09898,TCGA-D1-A169,0.25322666666666666
TCGA-D1-A16B-01,0.0343,0.1172,0.0891,TCGA-D1-A16B,0.0802
TCGA-D1-A16D-01,0.02576,0.4787,0.1035,TCGA-D1-A16D,0.20265333333333335
TCGA-D1-A16E-01,0.0272,0.5862,0.09039,TCGA-D1-A16E,0.23459666666666668
TCGA-D1-A16F-01,0.0345,0.5567,0.09784,TCGA-D1-A16F,0.22968
TCGA-D1-A16G-01,0.03705,0.4078,0.07264,TCGA-D1-A16G,0.17249666666666666
TCGA-D1-A16I-01,0.02637,0.3629,0.07786,TCGA-D1-A16I,0.15571
TCGA-D1-A16J-01,0.03377,0.1532,0.08004,TCGA-D1-A16J,0.08900333333333332
TCGA-D1-A16N-01,0.03047,0.6415,0.06556,TCGA-D1-A16N,0.2458433333333333
TCGA-D1-A16O-01,0.03206,0.5006,0.06022,TCGA-D1-A16O,0.1976266666666667
TCGA-D1-A16Q-01,0.04009,0.5291,0.09666,TCGA-D1-A16Q,0.22194999999999998
TCGA-D1-A16R-01,0.02579,0.5381,0.1007,TCGA-D1-A16R,0.22153
TCGA-D1-A16S-01,0.02473,0.1081,0.09394,TCGA-D1-A16S,0.07559
TCGA-D1-A16V-01,0.02809,0.6406,0.08318,TCGA-D1-A16V,0.2506233333333333
TCGA-D1-A16X-01,0.02716,0.06791,0.0737,TCGA-D1-A16X,0.05625666666666667
TCGA-D1-A16Y-01,0.02056,0.7818,0.07399,TCGA-D1-A16Y,0.2921166666666667
TCGA-D1-A174-01,0.03976,0.6196,0.08517,TCGA-D1-A174,0.24817666666666668
TCGA-D1-A175-01,0.0251,0.6638,0.07122,TCGA-D1-A175,0.2533733333333333
TCGA-D1-A176-01,0.02265,0.7191,0.07175,TCGA-D1-A176,0.2711666666666666
TCGA-D1-A177-01,0.03826,0.5531,0.0735,TCGA-D1-A177,0.22162
TCGA-D1-A179-01,0.02853,0.7718,0.07984,TCGA-D1-A179,0.29339
TCGA-D1-A17A-01,0.04081,0.6234,0.0956,TCGA-D1-A17A,0.25327
TCGA-D1-A17B-01,0.05217,0.3994,0.0757,TCGA-D1-A17B,0.17575666666666667
TCGA-D1-A17C-01,0.03073,0.5404,0.09001,TCGA-D1-A17C,0.22038000000000002
TCGA-D1-A17D-01,0.03278,0.6055,0.0847,TCGA-D1-A17D,0.24099333333333336
TCGA-D1-A17F-01,0.03848,0.2119,0.0856,TCGA-D1-A17F,0.11199333333333333
TCGA-D1-A17H-01,0.02476,0.6501,0.08158,TCGA-D1-A17H,0.2521466666666667
TCGA-D1-A17K-01,0.03615,0.4604,0.07806,TCGA-D1-A17K,0.19153666666666666
TCGA-D1-A17L-01,0.02802,0.03504,0.1117,TCGA-D1-A17L,0.05825333333333333
TCGA-D1-A17M-01,0.02665,0.7297,0.08397,TCGA-D1-A17M,0.28010666666666667
TCGA-D1-A17N-01,0.03604,0.244,0.1038,TCGA-D1-A17N,0.12794666666666668
TCGA-D1-A17Q-01,0.03018,0.7715,0.07647,TCGA-D1-A17Q,0.2927166666666667
TCGA-D1-A17R-01,0.03454,0.6915,0.06512,TCGA-D1-A17R,0.26372
TCGA-D1-A17S-01,0.02368,0.1522,0.07203,TCGA-D1-A17S,0.08263666666666668
TCGA-D1-A17T-01,0.03877,0.7264,0.09835,TCGA-D1-A17T,0.28784000000000004
TCGA-D1-A17U-01,0.03363,0.6155,0.07545,TCGA-D1-A17U,0.2415266666666667
TCGA-D1-A1NS-01,0.03046,0.5605,0.136,TCGA-D1-A1NS,0.24232
TCGA-D1-A1NU-01,0.06344,0.7205,0.1037,TCGA-D1-A1NU,0.29588000000000003
TCGA-D1-A1NW-01,0.01712,0.06279,0.04703,TCGA-D1-A1NW,0.042313333333333335
TCGA-D1-A1NX-01,0.0232,0.5915,0.08898,TCGA-D1-A1NX,0.23456000000000002
TCGA-D1-A1NY-01,0.02272,0.6488,0.07611,TCGA-D1-A1NY,0.24921000000000001
TCGA-D1-A1NZ-01,0.03404,0.5247,0.09125,TCGA-D1-A1NZ,0.21666333333333335
TCGA-D1-A1O0-01,0.0344,0.5426,0.1035,TCGA-D1-A1O0,0.22683333333333333
TCGA-D1-A1O5-01,0.03359,0.4808,0.09473,TCGA-D1-A1O5,0.20304
TCGA-D1-A1O7-01,0.02676,0.6111,0.1155,TCGA-D1-A1O7,0.25112
TCGA-D1-A1O8-01,0.02822,0.41,0.09725,TCGA-D1-A1O8,0.17849
TCGA-D1-A2G0-01,0.04533,0.6281,0.1047,TCGA-D1-A2G0,0.25937666666666664
TCGA-D1-A2G5-01,0.05149,0.4815,0.0944,TCGA-D1-A2G5,0.20913
TCGA-D1-A2G6-01,0.03865,0.5818,0.1142,TCGA-D1-A2G6,0.24488333333333331
TCGA-D1-A2G7-01,0.0192,0.2563,0.09679,TCGA-D1-A2G7,0.12409666666666665
TCGA-D1-A3DA-01,0.01704,0.1227,0.06414,TCGA-D1-A3DA,0.06796
TCGA-D1-A3DG-01,0.02398,0.5922,0.05555,TCGA-D1-A3DG,0.22390999999999997
TCGA-D1-A3DH-01,0.019,0.1925,0.09994,TCGA-D1-A3DH,0.10381333333333333
TCGA-D1-A3JQ-01,0.02511,0.5027,0.08447,TCGA-D1-A3JQ,0.20409333333333335
TCGA-DF-A2KN-01,0.02606,0.5511,0.0793,TCGA-DF-A2KN,0.21882000000000001
TCGA-DF-A2KR-01,0.0295,0.4587,0.09989,TCGA-DF-A2KR,0.19603
TCGA-DF-A2KS-01,0.02058,0.5587,0.2138,TCGA-DF-A2KS,0.26436
TCGA-DF-A2KU-01,0.02515,0.4755,0.08852,TCGA-DF-A2KU,0.19638999999999998
TCGA-DF-A2KV-01,0.02049,0.4412,0.07966,TCGA-DF-A2KV,0.18045
TCGA-DF-A2KY-01,0.03121,0.6358,0.09584,TCGA-DF-A2KY,0.25428333333333336
TCGA-DF-A2KZ-01,0.01551,0.5539,0.04691,TCGA-DF-A2KZ,0.20543999999999998
TCGA-DF-A2L0-01,0.03041,0.6041,0.08948,TCGA-DF-A2L0,0.24133000000000002
TCGA-DI-A0WH-01,0.0335,0.4743,0.07703,TCGA-DI-A0WH,0.19494333333333336
TCGA-DI-A1BU-01,0.01744,0.5793,0.04561,TCGA-DI-A1BU,0.2141166666666667
TCGA-DI-A1BY-01,0.02114,0.5683,0.04076,TCGA-DI-A1BY,0.2100666666666667
TCGA-DI-A1C3-01,0.01626,0.2704,0.04069,TCGA-DI-A1C3,0.10911666666666665
TCGA-DI-A1NN-01,0.01756,0.106,0.08856,TCGA-DI-A1NN,0.07070666666666667
TCGA-DI-A1NN-11,0.03558,0.03155,0.1051,TCGA-DI-A1NN,0.057409999999999996
TCGA-DI-A1NO-01,0.0221,0.2572,0.06971,TCGA-DI-A1NO,0.11633666666666666
TCGA-DI-A1NO-11,0.02997,0.07946,0.05605,TCGA-DI-A1NO,0.05516000000000001
TCGA-DI-A2QT-01,0.02118,0.7888,0.08795,TCGA-DI-A2QT,0.29930999999999996
TCGA-DI-A2QU-01,0.01767,0.1337,0.1,TCGA-DI-A2QU,0.08378999999999999
TCGA-DI-A2QU-11,0.02216,0.2065,0.1106,TCGA-DI-A2QU,0.11308666666666667
TCGA-DI-A2QY-01,0.02045,0.7051,0.4035,TCGA-DI-A2QY,0.37634999999999996
TCGA-DI-A2QY-11,0.05551,0.2202,0.09162,TCGA-DI-A2QY,0.12244333333333333
TCGA-E6-A1LX-01,0.02599,0.6594,0.1266,TCGA-E6-A1LX,0.2706633333333333
TCGA-E6-A1LZ-01,0.02369,0.5319,0.05764,TCGA-E6-A1LZ,0.20441
TCGA-E6-A1M0-01,0.02273,0.7069,0.04654,TCGA-E6-A1M0,0.25872333333333336
TCGA-E6-A1M0-11,0.01808,0.02906,0.05999,TCGA-E6-A1M0,0.03571
TCGA-E6-A2P8-01,0.02303,0.6405,0.09498,TCGA-E6-A2P8,0.25283666666666665
TCGA-E6-A2P9-01,0.02072,0.09003,0.09759,TCGA-E6-A2P9,0.06944666666666667
TCGA-E6-A8L9-01,0.03653,0.6639,0.04897,TCGA-E6-A8L9,0.2498
TCGA-EC-A1NJ-01,0.03473,0.578,0.1109,TCGA-EC-A1NJ,0.24121
TCGA-EC-A1QX-01,0.03585,0.4561,0.08496,TCGA-EC-A1QX,0.19230333333333335
TCGA-EC-A24G-01,0.02544,0.4408,0.07819,TCGA-EC-A24G,0.1814766666666667
TCGA-EO-A1Y5-01,0.04571,0.11,0.0434,TCGA-EO-A1Y5,0.06637
TCGA-EO-A1Y7-01,0.02585,0.1402,0.04412,TCGA-EO-A1Y7,0.07005666666666667
TCGA-EO-A1Y8-01,0.01937,0.6562,0.05063,TCGA-EO-A1Y8,0.24206666666666665
TCGA-EO-A22R-01,0.02437,0.1602,0.09657,TCGA-EO-A22R,0.09371333333333333
TCGA-EO-A22R-11,0.01854,0.04278,0.1119,TCGA-EO-A22R,0.05773999999999999
TCGA-EO-A22S-01,0.02137,0.7497,0.09586,TCGA-EO-A22S,0.28897666666666666
TCGA-EO-A22S-11,0.02055,0.04477,0.1082,TCGA-EO-A22S,0.05784
TCGA-EO-A22T-01,0.02307,0.5524,0.09127,TCGA-EO-A22T,0.22224666666666668
TCGA-EO-A22T-11,0.03202,0.04338,0.09844,TCGA-EO-A22T,0.05794666666666667
TCGA-EO-A22U-01,0.02223,0.6473,0.09059,TCGA-EO-A22U,0.2533733333333333
TCGA-EO-A22X-01,0.01858,0.6413,0.07678,TCGA-EO-A22X,0.24555333333333332
TCGA-EO-A22Y-01,0.01849,0.6722,0.08612,TCGA-EO-A22Y,0.25893666666666665
TCGA-EO-A2CG-01,0.02226,0.1302,0.114,TCGA-EO-A2CG,0.08882000000000001
TCGA-EO-A2CH-01,0.02142,0.7574,0.09038,TCGA-EO-A2CH,0.28973333333333334
TCGA-EO-A3AS-01,0.03535,0.5619,0.6743,TCGA-EO-A3AS,0.42385
TCGA-EO-A3AU-01,0.01851,0.6955,0.09097,TCGA-EO-A3AU,0.26832666666666666
TCGA-EO-A3AV-01,0.02394,0.5951,0.09211,TCGA-EO-A3AV,0.23704999999999998
TCGA-EO-A3AY-01,0.01982,0.6593,0.09112,TCGA-EO-A3AY,0.2567466666666666
TCGA-EO-A3AZ-01,0.02613,0.4891,0.08779,TCGA-EO-A3AZ,0.20100666666666667
TCGA-EO-A3B0-01,0.02139,0.03224,0.09229,TCGA-EO-A3B0,0.048639999999999996
TCGA-EO-A3B1-01,0.02059,0.5079,0.08752,TCGA-EO-A3B1,0.2053366666666667
TCGA-EO-A3KU-01,0.02396,0.6654,0.09156,TCGA-EO-A3KU,0.26030666666666663
TCGA-EO-A3KW-01,0.0253,0.6903,0.1041,TCGA-EO-A3KW,0.27323333333333333
TCGA-EO-A3KX-01,0.01978,0.7705,0.07373,TCGA-EO-A3KX,0.28800333333333333
TCGA-EO-A3L0-01,0.02473,0.5734,0.1168,TCGA-EO-A3L0,0.23831000000000002
TCGA-EY-A1GC-01,0.02629,0.4964,0.06655,TCGA-EY-A1GC,0.19641333333333333
TCGA-EY-A1GD-01,0.01407,0.7975,0.07724,TCGA-EY-A1GD,0.29627
TCGA-EY-A1GE-01,0.01776,0.3641,0.06557,TCGA-EY-A1GE,0.14914333333333332
TCGA-EY-A1GF-01,0.02036,0.7852,0.07166,TCGA-EY-A1GF,0.2924066666666667
TCGA-EY-A1GH-01,0.01953,0.2195,0.06908,TCGA-EY-A1GH,0.10270333333333333
TCGA-EY-A1GI-01,0.01693,0.06694,0.06852,TCGA-EY-A1GI,0.050796666666666664
TCGA-EY-A1GJ-01,0.02261,0.04494,0.03919,TCGA-EY-A1GJ,0.03558
TCGA-EY-A1GK-01,0.02103,0.121,0.05939,TCGA-EY-A1GK,0.06713999999999999
TCGA-EY-A1GL-01,0.01971,0.725,0.07516,TCGA-EY-A1GL,0.27329
TCGA-EY-A1GM-01,0.03187,0.7974,0.1115,TCGA-EY-A1GM,0.31359
TCGA-EY-A1GO-01,0.03138,0.8089,0.1148,TCGA-EY-A1GO,0.31836
TCGA-EY-A1GP-01,0.01299,0.7072,0.07072,TCGA-EY-A1GP,0.2636366666666667
TCGA-EY-A1GQ-01,0.01222,0.6879,0.0574,TCGA-EY-A1GQ,0.25250666666666666
TCGA-EY-A1GR-01,0.0187,0.4927,0.07662,TCGA-EY-A1GR,0.1960066666666667
TCGA-EY-A1GS-01,0.1753,0.7896,0.08512,TCGA-EY-A1GS,0.35000666666666663
TCGA-EY-A1GT-01,0.01822,0.6701,0.06612,TCGA-EY-A1GT,0.25148
TCGA-EY-A1GU-01,0.02053,0.5119,0.07561,TCGA-EY-A1GU,0.20268
TCGA-EY-A1GV-01,0.02093,0.3696,0.06797,TCGA-EY-A1GV,0.15283333333333335
TCGA-EY-A1GW-01,0.02507,0.3985,0.06451,TCGA-EY-A1GW,0.16269333333333333
TCGA-EY-A1GX-01,0.01951,0.5365,0.06912,TCGA-EY-A1GX,0.20837666666666665
TCGA-EY-A1H0-01,0.02483,0.7748,0.07412,TCGA-EY-A1H0,0.29125
TCGA-EY-A210-01,0.03387,0.5934,0.02695,TCGA-EY-A210,0.21807333333333334
TCGA-EY-A212-01,0.03502,0.09803,0.03339,TCGA-EY-A212,0.05548
TCGA-EY-A214-01,0.0222,0.2384,0.03988,TCGA-EY-A214,0.10015999999999999
TCGA-EY-A215-01,0.02226,0.669,0.04398,TCGA-EY-A215,0.24508
TCGA-EY-A2OM-01,0.01974,0.7007,0.0896,TCGA-EY-A2OM,0.2700133333333333
TCGA-EY-A2ON-01,0.0166,0.6504,0.1104,TCGA-EY-A2ON,0.25913333333333327
TCGA-EY-A2OO-01,0.01665,0.7909,0.08879,TCGA-EY-A2OO,0.29878000000000005
TCGA-EY-A2OP-01,0.01991,0.7564,0.08534,TCGA-EY-A2OP,0.2872166666666666
TCGA-EY-A2OQ-01,0.01712,0.6963,0.08879,TCGA-EY-A2OQ,0.2674033333333334
TCGA-EY-A3L3-01,0.02036,0.4069,0.1157,TCGA-EY-A3L3,0.18098666666666666
TCGA-EY-A3QX-01,0.02476,0.05866,0.1049,TCGA-EY-A3QX,0.06277333333333333
TCGA-EY-A4KR-01,0.02855,0.1868,0.05728,TCGA-EY-A4KR,0.09087666666666666
TCGA-EY-A547-01,0.02613,0.8216,0.04598,TCGA-EY-A547,0.29790333333333335
TCGA-EY-A548-01,0.02595,0.5282,0.05692,TCGA-EY-A548,0.20369
TCGA-EY-A549-01,0.0207,0.1324,0.05113,TCGA-EY-A549,0.06807666666666666
TCGA-EY-A54A-01,0.02727,0.04805,0.05812,TCGA-EY-A54A,0.04448
TCGA-EY-A5W2-01,0.01859,0.4862,0.04536,TCGA-EY-A5W2,0.18338333333333334
TCGA-EY-A72D-01,0.02387,0.7165,0.04152,TCGA-EY-A72D,0.26063
TCGA-FI-A2CX-01,0.04778,0.2897,0.1186,TCGA-FI-A2CX,0.15202666666666667
TCGA-FI-A2CY-01,0.03573,0.09913,0.09104,TCGA-FI-A2CY,0.07529999999999999
TCGA-FI-A2D0-01,0.02924,0.6167,0.115,TCGA-FI-A2D0,0.2536466666666667
TCGA-FI-A2D2-01,0.04349,0.6173,0.0831,TCGA-FI-A2D2,0.2479633333333333
TCGA-FI-A2D4-01,0.04333,0.7399,0.1027,TCGA-FI-A2D4,0.29531
